text,nama paslon
"Jawaban cerdas Anies. Mantap pak Anies,,",anies baswedan
"MasyaaAllah klihatan cerdas sekali pak anis jawabnya, jadi terlihat lbh berwibawa. Untuk prabowo sbnrnya bagus, tapi masih sering mlewati wktu yg telah di berikan",anies baswedan
Anis memang cerdas dlm pembicaraannya tetapi praktek nya sangat jahat,anies baswedan
"anis cerdas jawabanya menjanjikan, , prabowo keliatan banget gak suka ama anis, dan kliatan banget gak bermutu sekali, ganjar keren sih, tp tdk sekeren anis, sy rasa jika d liat dr bs berbicara anislah orgnya, dan kinerja sy rasa dia sudah membuktikan dibandingkan paslon lain,",anies baswedan
Pak Anis cerdas jawabanya,anies baswedan
"Diantara capres 3 ini g ada yg bagus bgt, tp yg paling cerdas memang anisðŸ˜‚ cerdas berbicara tp kinerja 0ðŸ˜…, biasanya orang pinter omong belum tentu pinter kerjaðŸ˜‚ ya gtulah",anies baswedan
Pak Anis R1 sabar jawaban yang cerdas,anies baswedan
"Luar biasa pak anies,waktu selalu dia pergunakan dengan tepat waktu,tenang dan jelas apa yang dia papar kan.orang nya benar benar cerdas.",anies baswedan
"Simpel saja melihat kecerdasan mereka, dari segi menegemen waktu saja Pak Anies lebih unggul, tidak pernah kelebihan waktu dan selalu pas waktu berhenti bicara. Dari situ kita tau bahwa Pak Anies itu luar biasa.,",anies baswedan
Sunguh terlihat intelektualnya pa anis baswedan  .. Cerdas,anies baswedan
"MasyaAllah Bpk anies paling ok dlm menyampaikan argumentasi nya.. Sangat cerdas terkemas rapi dan sangat rasional, masuk di hati kami, jgn siakan punya calon pemimpin yg cerdas insyaallah   dimenangkan Alloh pak untuk Indonesia yg Baldhatun Thoyibatun WAROBBUN Ghofur.. Aamiin ya rabb.. ðŸ¤²ðŸ¤²",anies baswedan
Subhanallah pa anis cerdas bngt wawasan nya semoga aja di menangkan kan<br><br>Aminn aminnn aminnn,anies baswedan
"Setelah mendengarkan semuanya, makin kuat saya pilih anis yg cerdas, gagasan2 bagus, pinter di segala hal, bravo Amin,,,",anies baswedan
"Anis kecerdasanya gila emang, di cecar dengan pertanyaan menohok, eh di kik balik sampe lawan klenger, anis top lah",anies baswedan
"HATI NURANI Tak akan bohong..ANIS lebih menguasai persoalan..cerdas dan masuk akal, tanpa gimic dan lebih Indonesia secara Intelektual",anies baswedan
Pak anis Calon presiden selanjutnya yang paling ideal.cerdas dan tegas dalam menyampaikan gagasan nya.penjelasan nya gampang di mengerti oleh semua kalangan.,anies baswedan
Pick ini mah pak Anies Luar biasa cerdas semua jawabanÂ²nya juga sangat logis. Dan hebatnya lagi beliau sangat profesional me menejemen waktu. AMINâ¤,anies baswedan
Anis Baswedan keliatan sekali sangat berilmu ..jgn sia siakan calon pemimpin cerdas dan berwibawa  sprti ini,anies baswedan
ANIS cerdas&#39;nya emang di luar nalar..<br>2024 AMIN SAJA DULU,anies baswedan
Ah pak anis cerdas dn jwabannya kena smua ðŸ¥° fix all in pak anis sih ini,anies baswedan
"Anis bisanya mengajar di kelas, memainkan kata-kata, tidak bisa berbuat dilapangan yang luas. Cerdas berkata-kata  hkan berarti berhikmat dan berkongribusi secara langsung untuk memecahkan persoalan yang ,uncul di lapangan/masyarakat. Buktinya jakarta dipegang pak Anis malah tambah rusak dan kacau balau. malah leib hebat orang yang menggantikan pak Anis stelah masa jabatannya pak Anies berakhir. Jadi jika Pak Anis memimpin, maka akan menjadi yang duuangkapkan adalah kata-kata yang lucu dan tidak logis secara teknis dan teoris, karena kata-kata pak Anies bertujuan untuk menghibur rakyat bukan untuk membawa kemajuan bangsa. LIhat di jakarta banyak lubang seperti sumur yang sekarang menjadi lubang jebakan. Saya tidak terima penjelasan pak Anis, karena perizinan gereja realitanya jaman pak anis masih tidak diselesaikab, jadi hanya dalam kata-kata saja, realkitas jauh daun relatita.",anies baswedan
"Pak Anis paling pantas jadi presiden... Cerdas, religius, rekam jejak mulus, gagasan bagus ..",anies baswedan
Setelah saya menonton debat CAPRES . Jawabab2 debat yg masuk akal itu cuma CAPRES Anis &amp; Ganjar. Semoga masyarakat indonesia lebih cerdas utk memilih pemimpin masa depan.,anies baswedan
"Dari sini rakyat bisa menilai siapa capres yang berkompeten, dan yang punya rekam jejak baik, alllahhuma sholli&#39;ala sayyidina Muhammad, <br>ðŸ˜­ðŸ˜­ðŸ˜­ yaallah bukakanlah hati rakyat Indonesia untuk memilih peresiden dari hati, <br>Demi allah saya tau pak Anies bukan hanya pintar bicara beliau orang baik dari 3 calon beliau yg terbaik perkataan dan perbuatan sesuai, orang cerdas bekerja untuk Indonesia, semoga di mudahkan pak Anies orang yg selalu sabar atas pitnah2 orang yg takut atas persaingan politik. <br>Demoga jujur untuk memilih ingat pilihan anda yg menenguka  kemajuan Indonesia, dan ke tidak jujuran anda dalam memilih akan di pertanggung jawaban di akhirat.",anies baswedan
Soal ngomong anis amang juara nya tp kabanyakan omong kosong rakyat harus cerdas melihat kinerja sebelum nya biarpun ga pinter ngomong prabowo yakin presiden,anies baswedan
Cerdas pak anis sangat menguasai materi. Mantap pak aniss,anies baswedan
Pak anies pak anies ko cerdas sih jawaban nya &#39; ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,anies baswedan
ANIS NAMPAK PALING CERDAS DAN KONSEP NYA JELAS,anies baswedan
"Hidup pak anis, kecerdasan yg luar biasa ðŸ’ª",anies baswedan
Anis cerdas ngomongnya doang tp tetep nihil hasilnyaðŸ˜‚ðŸ˜‚ðŸ˜‚pintar omong,anies baswedan
"Anis is the best..dia cerdas, lugas, santun dan juga berpengetahuan luas... Mantap lah",anies baswedan
Anis cocoknya acara cerdas cermat pandai bicara tapi kebanyakan teori,anies baswedan
"Asli sih ini, cakep banget Anis kalo ngomong jago banget. Cuman sayang semuanya itu 0 gitu lho. Heran ada istilah orang cerdas pilih Anis, cerdas darimananya coba",anies baswedan
Kalau retorika..anis juaranya .kalau eksekusi ganjae juaranya..itu faktanya..jadi orang cerdas pasti pilih GAMA,anies baswedan
ALHAMDULILLAH YA ROBBIL ALAMIN MENURUT SAYA YANG  TERBAIK DAN BERKUALITAS DENGAN KECERDASAN MERUPAKAN RAHMAT DARI ALLAH SWT ADALAH MUHAMMAD ANIS RASYID BASWEDAN,anies baswedan
"Anies Baswedan untuk debat pertama terbaik diantara Capres lainnya.. secara keseluruhan penyampaian gagasan, pertanyaan dan jawaban dari audensi maupun Capres lain.. diulas dengan sangat cerdas, smart, berkualitas dan objektif..<br>Capres yg sosoknya cerdas, smart dan visioner â˜ðŸ»",anies baswedan
"Klo kita melihat dan mendengarkan perdebatan ini, pak anis paling cerdas. Tpi sayang banyak pihak yg mengatakan bahwa pak anis pandai merangkai kata-kata, dan kata-kata gak di terapkan dln tindakan, <br>Jadi menurutku prabowa yg perlu di perjuangkan untuk menjadi RI1",anies baswedan
"Pemikiran yg cerdas PAK ANIS TERSUSUN RAPI   ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼PK PRABOWO KURAMG SUKA DGN PK ANISðŸ˜‚ðŸ˜‚KENAPA YA. ,, Baguuuuus pak anis ,,lama2 jadi  emosi  jgn cuma ngomong tok  pk ganjar,,ðŸ˜…ðŸ˜‚",anies baswedan
"Pak Anies cerdas dalam berbicara, penuh bijaksana pengucapannya.",anies baswedan
Pak Anies Baswedan ini punya akal yg begitu cerdas sekali. Salut buat pak Anies.,anies baswedan
pak anies cerdas pisan euy jawaban jawabanya,anies baswedan
keliatan sih pak anis paling cerdas dari cara ngomong nya,anies baswedan
"ANIS BICARA BERDASARKAN FAKTA,PENGALAMAN,Cerdas pintar berakhlak baik sejak Remaja ,santun Selama jdi gubernur Jakarta memperoleh bnyk<br>penghargaanðŸ˜",anies baswedan
Bener2 jwbn pak anies cerdas bnget spontan,anies baswedan
"<b>Pak Anis bicara lancar memang cerdas tidak emosi dan terbukti ketika mjd gubernur Jakarta ,bicara nya tidak mencla - mencle</b>",anies baswedan
Pak anis debat minggu kemarin sangat luarbiasa cerdasnya dari pada caprss capres lain,anies baswedan
"Pak Anis orangnya religius, cerdas dan gagasan mengena..sabar tidak tempramen...pakai data pula kalo berdebat ada perhitungannya...Insya Allah Pak Anis 2024",anies baswedan
"Sumpah, coba anda resapi ini smua.. smua yg dibicarakn pak anies itu sngt cerdas, beliau membahas smua ny pas bgt.. sbnr ny sya pndukung no 2, stlh nntn ini sya jdi goyah",anies baswedan
"Sdh saatnya Indonesia dipimpin oleh pemimpin yg cerdas, intelektual, visi misinya terang dan jelas mudah dipahami, dk abu-abu dan kelabu seperti yg lain. Dan juga yg paling penting yaitu tdk memiliki hutang budi pd oligarki, bisnisnya tdk mandek, tdk ada hubungan dgn  rezim yg sedang berkuasa, ciri2 itu hanya ada pd ANIES ðŸ™Œ",anies baswedan
"p.anis memang cerdas jawabnya msuk smua,,<br>yg lain cm ikut bawangðŸ˜‚",anies baswedan
Anis memang pandai merangkai kata dan fix yg pandai merangkai kata itu udah pasti cerdas ðŸŽ‰ðŸ˜‚,anies baswedan
Apak anis mmang cerdas cara bicaranya,anies baswedan
"Setelah Full Nyimak Debat Capres. Ini ni memang sudah di Akui Kecerdasan&amp;Wibawahnya Luar Biasa bijak. Terbukti Prof H.Anis Baswedan Sangat Elegan,Genius, serta gagasan jelas Visi Misinya Fokus pada kepentingan Rakyat kepentingan Hukum Keadilan kepentingan Kesejahteraan Rakyat. KepentinganÂ² Pada Sektor Terbaik. Saya dan keluarga haqul yakin pilih Pak Anis utk RI 1 demi Perubahan terbaik indonesia InsyaAllah Bismillah AMIN",anies baswedan
Cuma anis yg cerdas.  Emg kalo buat dialog the best anis . Coba kalo di kasih kesempatan RI1. <br>Kaya gimana ya ðŸ˜‚,anies baswedan
"anis 70%= punya materi, punya solusi, jawaban yg tepat, Argumenya sangat cerdas<br><br>prabowo 20%= materi5%, dan selalu menjawab pada (intinya) selalu myakinkan diri, tanpa argumen<br><br>ganjar 5%= ðŸ˜‚ mengandalkan jika diri nya sangat merakyat, dan jawaban singkat, tanpa argumen<br><br>anis win debat perdana...",anies baswedan
"ANIES YANG TERBAIK. TERBUKTI TIDAK TERJEBAK EMOSI WALAU DIPANCING SAMPAI MENGARAH HAL-HAL YANG BERSIFAT PRIBADI, TETAPI ANIES TETAP TENANG MENGANDALKAN LOGIKA CERDAS DALAM MENJAWAB BERBAGAI PERTANYAAN DAN MENAWARKAN SOLUSI PERMASALAHAN NEGARA INI. <br>PIHAK YANG TERJEBAK EMOSI DAN MENYERANG PRIBADI ADALAH GAMBARAN KETIDAK-MAMPUAN BERPIKIR DAN KESERAKAHAN, AMBISI TAK TERKENDALI (MANIAC KEKUASAAN); JELAS PIHAK YANG SEPERTI ITU TIDAK PANTAS DAN TIDAK LAYAK JADI PEMIMPIN. TERBUKTI JUGA DARI REKAM JEJAK MASA LALU YANG TEREKSPRESI DARI SINAR WAJAH YANG PENUH DENGAN KEKOTORAN DAN KELICIKAN PIKIRAN. MAKA JAUHILAH OKNUM SEPERTI ITU. JANGAN TERGIUR OLEH MATERI. KARENA KEPEMIMPINAN OKNUM SEPERTI AKAN BERTRANSFORMASI MENJADI KEKUASAAN ABSOLUT YANG KEMUDIAN MENJADI TIRANI YANG KEJAM DEMI HARTA &amp; UANG. SEGALA PERATURAN, HUKUM DI NEGARA HUKUM AKAN DIHILANGKAN DAN DIGANTI DENGAN PERATURAN YANG MENOPANG KEKUASAANNYA DENGAN MEMBASMI PENGHALANG.",anies baswedan
"Luar biasa&#39;cerdasnya pak Anies,,bukan Indonesia saja,dunia pun mengakui kualitas pak anies",anies baswedan
Ganjar Anies Cerdas tanggapan jawaban nya membangun &amp; tdk emosian ðŸ‘ðŸ™,anies baswedan
"Pak Anies Baswedan tenang , berwibawa, kecerdasannya sudah diakui dunia .",anies baswedan
Anis memang top dan berkelas..  cerdasnya masuk dri 100 tokoh dunia,anies baswedan
"masya Allah pak anies luar biasa, sangat2 menguasai panggung debat, keren, santun, berwibawa, tenang, dan cerdas tingkat internasional, nomor 1 memang gak ada duanya, mantap, pak anies, beliau real president of indonesia. sy pilih pak anies,",anies baswedan
Cba perhatikan cara bicaranya calon president mana yg masuk akal pak Anies bahasanya dan wibawa inilah bahasa seorang president yg cerdas ga memalukan di ajang dunia mudah2an pak Anies dan Muhaimin jdi president 2024 ok,anies baswedan
"Pak Anies mantap keren cerdas ðŸ‘ visi misinya jelas merakyat setiap pertanyaan ada jawabanx, semoga dimudahkan dilancarkan menuju 01 RI AMIN Aamiin ðŸ¤²ðŸ™",anies baswedan
"Gagasan yg masuk akal adalah gagasan Pak anies, Pak anies adalah calon presiden dan insha allah akan jd presiden terkeren sepanjang sejarah dengan wawasan dan kecerdasannya. AMIN",anies baswedan
"Pak Anis : kepemimpinan yang menjunjung data... Data yang bapak paparkan aja banyak yang keliru dan tidak akurat pak, semua data yang disampaikan hanya untuk &quot;terlihat cerdas&quot; di mata rakyat yang tidak paham dan untuk &quot;menguasai panggung&quot; seolah olah si paling pantas... â€œSetiap orang yang bisa dipercaya dalam hal-hal kecil juga akan bisa dipercaya dalam hal-hal besar. Dan setiap orang yang tidak jujur dalam hal-hal kecil juga tidak akan jujur dalam hal-hal besar.",anies baswedan
"Pak Anis sangat cerdas Menguliti Kedua Capres, terlihat Jelas",anies baswedan
"Kecerdasan dan wawasan Anies Baswedan tak terbantahkan. Inilah saatnya mengubah Indonesia, dan Anies adalah orang yang tepat untuk mewujudkannya",anies baswedan
"Saya akui pak anis sama pak ganjar ini cerdas. Hampir paparan dan jawabannya masuk akal. Tpi ntah kenapa ini berat sebelah, trlihat jelas tingkat emosionalnya. Pak prabowo sprti tdk konsen krna prlu jeda utk meredakan hatinya. Mgkin faktor perawakannya dan usianya.",anies baswedan
"Pilihanku jatuh ke PakAnis , cerdas kelihatan dari  ucapan , semoga Anis yg terpilih , agar ada perubahan , tidak seperti saat ini  sangat susah untuk cari uang",anies baswedan
Pak Anies memang jago...cerdas jawabannya..fikiran cerdasnya...prabowo tau nya contek,anies baswedan
Mukanya anis ngeselin banget ya kayak yang gue paling oke gue paling pinter gue paling cerdas.. Dih jijik songong gitu ekspresi mukanya ketika lawan debatnya sedang menanggapi,anies baswedan
GI mna PK Anis.. apa TK kasiyn juga Ama relawanmu suru kowar&quot; cari dukungan TPI knp visi misi mu Hany membuka keaslianmu klo hny ambisi. Skrng rakyt udh cerdas,anies baswedan
"Prabowo udah hilang jalur kepancing pak Anis nihh Yee ðŸ¤£<br><br>Anis Baswedan good dalam hal kecerdasan pikiran,bukan buatan ya ðŸ¤£<br><br>Pedukung pak Anis Baswedan nih senggol dong  ðŸ‘‹ðŸ˜†",anies baswedan
kali ini anies berhasil menyerang prabowo dalam debat.. dalam debat capres atau cawapres dua kubu memang slalu menyerang prabowo-gibran.. semoga rakyat indonesia cerdas dalam memilih pemimpin..,anies baswedan
Anis memang Cerdas Berkata Kata..ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,anies baswedan
"Sedehana dalam ucapan hebat akan tindakan, bertindak tanpa ilmu ahhahahahaðŸ˜‚ðŸ˜‚ðŸ˜‚ All in nomor 1 Anis Baswedan. Indonesia butuh pemimpin yang Cerdas",anies baswedan
"Pak anis cerdas menyerang prabowo yg emosional yg memang secara akademisi paling rendah,prabowo cari perlindungan dengan merangkul ganjar wkwkwkk",anies baswedan
"Astaghfirullah pak Anis, kenapa anda sangat berambisi. Padahal pekerjaan bapak sebagai gubernur aja buruk bahkan sangat buruk. Visi misi kok dipake untuk menyerang individu. Katanya pinter dan cerdas. Memang betul adap di atas ilmu, nauzubillah pak Anis.",anies baswedan
Pak Anies gk pernah gagal dalam berbicara dalam debat karena beliau org cerdas yg punya gagasan hidup pak Anies presidenkuðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰â¤â¤â¤â¤,anies baswedan
"Maa sya Allah saya kagum dengan kecerdasan pak anis , dan mnyikapi dengan senyuman dan kpala dingin bukan dengan emosional <br>Doa sya selalu untuk pak anis <br>Semoga Allah menghendakimu untuk memimpin negara indonesia tercinta..",anies baswedan
"Klau saya pikir oceh ocehan si Anis persis waktu dia mau jadi gubernur sama persis ocehan waktu menjatuh kan Ahok,maka rakyat yang cerdas pasti pilih Prabowo",anies baswedan
"Salut sama ganjar dan anies, cerdas banget, keliatan pengalaman nya banyak",anies baswedan
"Apa kabar anis dp 0 persen gagal sumur resapan air gagal air di kembalikan ke tanah kata dia , masak kalian yang cerdas ini tidak paham jago intelektual sama jago pemikiran yang logic dan praktek",anies baswedan
"jawaban anies amat rapi, konkrit, tepat, dan cerdas.... kok micnya anies gak dimatiin aja sih?????",anies baswedan
"GANJAR ekspresi dan sikap nya terlalu seperti di buat buat, senyum nya seperti tidak tulus<br><br>ANIES hampir sama gaya bicara nya seperti di buat supaya terlihat cerdas<br><br>PRABOWO terlalu ber api api, kurang bisa kontrol emosi",anies baswedan
"Psk anies sangat cerdas dg jawaban yg sangat memuaskan,,rupa nya indonesia punya pytra yg  ssnfat pintar,,,,cocoj untuk ri 1,,",anies baswedan
Jujur putra terbaik bangsa itu yg cerdas benar dr akademis dua capres dr akademis yaitu pak Anies dan pak Ganjar jauh Dr ego dan bersikap profesional sangat.,anies baswedan
"Pak Anis sudah terlihat aura jiwa pemimpin nya, cerdas dan berwibawa. Semoga bapak anis jadi presiden AMIN. Tenang pak Anies Kami warga Bogor siap mendukung bapak. Dan tetap 1 Komando.. Allahuakbar..",anies baswedan
"Pak anies memang orang yg cerdas,, sampai logat berbicara pun bisa stabil degen waktu yg di berikanðŸ˜Š",anies baswedan
Semakin jelas kecerdasannya PAK ANISâ¤,anies baswedan
Iya jelas dong anis  Paling cerdas      tp gw Pasih ??<br>Jadi gubernur DKI aja di pecat  karna korup.   Baru berapa bulan.          Eh tau taunya nyalon persiden. Ngakak gw    ðŸ˜…ðŸ˜‚   pinter bicara  pinter janji.     Yg gak tau pasti.  Pilih Anis,anies baswedan
Anis Baswedan lbh cerdas dlm menyampaikan gagasan dr kedua calon yg lain,anies baswedan
Jawaban paling relevan no 1 .. gila sih begitu pertanyaan langsung jawabanya on point !!! Bener2 cerdas pak anies ðŸ«µ,anies baswedan
"Pak anies terlihat lebih berwibawa dalam berbicara. Bisa menjaga emosial, cerdas, Berintelektual. Insya allah presiden 2024",anies baswedan
"Keliatan cerdas bngt jawabannya, fix Bismillah Pak Anies Presidenâ¤",anies baswedan
Cerdas Anis Yohanis. Ingat Debat Pilgub DKI 5 Tahun Lalu?  Cerdas dalam merangkai kata-kata tapi ketika terpilih apa yang terjadi?,anies baswedan
"ga cukup cuma &quot;PINTER NGOMONG&quot;, butuh kecerdasan dan berpikir cepat utk bisa untuk menjawab pertanyaan2.<br><br>salut utk pak Anis. sgt terlihat perbedaan kualitasnya",anies baswedan
Masya Alloh Tabarakallah Pak Anies selain cerdas beliau sangat elegan.nampak emosinya tenang &amp; stabil .Pak Anies sngat pantas &amp; layak jd president,anies baswedan
"Dari jaman nyalon gubernur lawan ahok, anies ini memang cerdas, cerdas ngibulnya, cerdas ngelesnya, cerdas mikat orang orang yang suka ngibul jugaðŸ˜‚ . rumah dp 0 rupiah aja ga ada hasilnya, ditanya ahok gimana caranya jawabannya malah ngeles ðŸ˜‚.",anies baswedan
Pak Anies kereennn.... jawaban cerdas unt oramg  yg telah mengecewakan para Emak emak... durhaka sama Emak&quot; kelaaarrr...,anies baswedan
Pak Anies Ajalah...Cerdas dan Jawabannya nyambung dan realistis,anies baswedan
Masyaallah...terlihat kecerdasan pak anis tidak perlu diragukan lagi,anies baswedan
Janu Ismail<br><br>Anis yang cerdas penampilan tegas dan luwes ayoo pilih Anis sampai ke istana,anies baswedan
Saya dari 2014 sampai 2019 dukung prabowo saya bgtu bangga dgn beliau tp sekarang lebih memilih pak anies baswedan untuk menjadi orang no 1 di Republik ini pak anies sosok yg cerdas berwibawa dan tegas tapi tetap santun dlm menjawab atau menyanggah setiap pertanyaan lawan debatnyaðŸ˜‹ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»,anies baswedan
"Alhamdulillah, terang benderang tiap pemaparannya, akhirnya pilihan tertuju pada pak Anis, pemimpin yang cerdas &amp; InsyaAllah bisa mengemban amanah membawa Perubahan yang baik bagi Indonesia tercinta, AMINðŸ¤²",anies baswedan
tidak perlu banyak omong dan cerdas pemaparan cara ngomong yg penting hasil kerja lapangan anies pinter publick speaking pintar tpi lapangan di ragukan cuma no 2 yg hasil kerja nyata di menhan,anies baswedan
"Kecerdasan pak anis , tdk bisa di lawan.",anies baswedan
INSYA ALLOH PAK <br>ANIS AMIN PRESIDEN INDONESIA BERIKUTNYA  CERDAS DAN ADEM BANGET JAWABAN NYA.  OM WOWO COCOK JADI TENTARA AJA BISA GOYANG GEMÃ’Y. SAYA TIDAK <br>PERCAYA PADA Ã’M WOWO UNTUK PRESIDEN INDONESIA  LEBIH COCOK JADI PAK LURAH.,anies baswedan
"Salut Mas Anies setiap pernyataannya sangat cerdas, pak prabowo sekarang emosian ya....",anies baswedan
"Emang pak anis paling cerdas menjawab dan jwabanx nyambung masuk akal,jadi tmbh yakin plih pak anies buat saudra2 plihlah pmimpin yang cerdas ðŸ˜Š",anies baswedan
"Cerdas, beretika, sopan santun dalam Bertutur kata, mengahargai pendapat orang lain, tidak melanggar aturan debat dalam hal waktu timses yg tertib. Siapa lagi kalau bukan pak Anies Baswdan presiden 2024 aamiin 1â¤",anies baswedan
"Mnurut Sy Dari Smua Capres &amp; Cawapres Yg Terlihat Sangat Berwibawa Pembawaa Dirinya ya Cuma Pak Anies Satu2nya. Terlihat Sangat Layak Menjadi Sorg Presiden. Dan Penampilan Bagus, Cara Bicaranya Pintar, Terlihat Cerdas ( Tdk Plenga Plengo ). COCOK BGT DAH. YG LAIN BAGIKU NOOOOOO",anies baswedan
"Diperlukan Presiden RI yg Cerdas, pengetahuan luas, pengalaman &amp; jam terbang banyak sbg Pemimpin sukses. Memiliki Jaringan International yg luas. Punya dasar Agama &amp; Iman  yg kuat. Semua itu hanya dimiliki oleh Anis Rasyid Baswedan.  Dengan wakil yg juga mumpuni pengalaman sbg patriot &amp; pimpinan organisasi yaitu Muhaimin Iskandar.",anies baswedan
"Pak anis orang ny,cerdas,berwibawa,tenang dlm penyampaian kata demi kata,inshaaAllah meridhoi dia menjadi presidan 2024,Aamiin",anies baswedan
"Bismillah Pak Anies menjadi Presiden yg amanah, menjawab dgn cerdas dan berwibawa  , NKRI bisa jadi negara yg besar , rakyat makmur ðŸ¤²",anies baswedan
"Pak Anies terlihat independen, cerdas, rasionil, bernilai serta penyampaiannya paling bagus. Sangat pantas utk menjadi presiden RI.",anies baswedan
"Masya Allah, Pak Anies sangat sangat lugas memberikan pernyataan dan rinci dalam menyampaikan rencana. Semoga Allah mudahkan proses pemilu nanti dan semunya bisa berjalan secara transparan, jujur dan adil. Insya Allah, 2024 Indonesia akan dipimpin oleh Presiden yang tidak hanya cerdas, namun juga takut pada Tuhan",anies baswedan
"Lihat gaya bicara yang berkelas ada pada diri pak Anis, mudah2an bapak terpilih jadi presiden dan mudah2an bapak Amanah &quot;yang cerdas bisa melihat dan bisa memilih dengan bijak&quot;",anies baswedan
Prabowo tidak pernah memberikan jawaban yg cerdas. Selalu menyudutkan n menyalahkan pernyataan pak Anies. Pak Anies selalu memberikan jawaban n pernyataan yg cerdas n hebat.,anies baswedan
Anies omdo kwalitas low .prabowo legowo krn pengalaman dipemerintahan low..emosian !!.pak ganjar menguasai masalah terbukti prabowo mengakui di forum debat ini.<br>pic pilih Ganjar machfud,ganjar pranowo
Ganjar dgn Anis itu org bodoh dan gak tau apa2  di otak benak nya itu cuman ada koropsi,ganjar pranowo
Ganjar sangat di idolahkan seluruh rakyat Indonesia ornya merakyat dan tidak ada masa lalu yg jelek,ganjar pranowo
"Pak Ganjar paling keren, matang, tegas, tenang &amp; menguasai panggung/materi. Pak Ganjar paling cocok menjadi presiden Indonesia ðŸ‘ðŸ‘ðŸ‘ðŸ™ðŸ™ðŸ™",ganjar pranowo
Bagi saya ganjar tidak cocok jadi presiden. Sebab cara berfikirnya menyuruh orang untuk bermimpi atau menghayal doang tanpa memikirkan apa yg akan terjadi.,ganjar pranowo
Ganjarrr ganjar gimana kau mau jadi presiden klo kau berfikiran rumit. Mau rumit mau ngak itulah yg kau cari solusinya. Itu derita elo.ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,ganjar pranowo
"Ganjar kalo jadi presiden kerjanya cuma cengarcengir doang, anis kalo jadi presiden cuma ngomong doang janjijanji doang kaya sales. Prabowo pilihankuâ¤",ganjar pranowo
"Pak ganjar dan pak anis omongannya terlalu tinggi ðŸ˜‚ saya tetep ,âœŒðŸ»",ganjar pranowo
"anis sm ganjar kebanyak jawab liat contekan,pak probowo jawab dengan spontan tanpa liat contekan",ganjar pranowo
Ganjar jg SM aja itu. Nyari2 kesalahan org. Bukannya visi misi yang didebatin malah sok2an nilai kinerja org. Emg kalian siapa????coba instrospeksi diri,ganjar pranowo
Pak prabowo tulus dari hati utk menjaga Indonesia dari serangan negara lain sedangkan anis wong edan bisa nya hanya merangkai kata  terus ganjar hanya cari pansos melalui sosmed kdi udah jelas pak prabowo yg menang........i love Prabowo â¤â¤ teruskan indonesia yg blm terselesaikan,ganjar pranowo
"Anis dan ganjar kayak emak emak arisan, bukan nya visi misi kedepan yg disampaikan, tp malah terus menyerang personal... anis ganjar gk cocok memimpin indonesia. Prabowo kelihatan bgt ikhlas nya",ganjar pranowo
Lawan debatnya Prabowo cuma modal congor dgn sengaja telah mempersiapkan utk membully dan memidik Krn secara kebetulan Prabowo adlh menteri pertahanan. Dan Thema debatnya ttg pertahanan. Data2 yg di bawa ganjar/Anis . Permasalahan nya adalah anggaran/fulus. Dan jg  Prabowo tdk perlu di ajarin utk mensejahterakan prajurit TNI &amp; polri.,ganjar pranowo
"Maju terus pak dulu dulu saya pendukung pak Jokowi dan saya tadinya pilih Ganjar setelah lihat denat kemaren saya pindah ke Prabowo , ternyata jelas Prabowo baik belum tentu orang yang bisa bicara itu baik ternyata jelas Prabowo kurang bicara bagus orangnya baik hatinya iklas kerjanya maju terus pak prabowo",ganjar pranowo
"Ganjar dan anus sendiri apa prestasinya, busa ngomong tapigk bisa menjalani",ganjar pranowo
"Aniss kau jadi gubernur ajo dak becuss ,cuman bisa omon omon ajo kau tu anis bukti dak do ,ganjar ap lagi dak jelas data palsu galo galo anis gajar ,awak becuss",ganjar pranowo
"Anis tu pas jadi pelaku drama kalau pak ganjar tu sok tau semua dan sok bisa mengatasi kalau pak Prabowo itu apa adanya ta pandai bicara sedikit, tapi betul bermakna  dan pas untuk rakyat ðŸ™",ganjar pranowo
Dr forum ini aku suka probowo dan ganjar.. Bercakap punya jiwa.  Yg  pak anis tu ikut nafsu berkata2.,ganjar pranowo
Saya tetap mendukung pak ganjar insaalloh mnjdi pemimpin yang jujur dan bebas korupsi ðŸ¥°ðŸ¥°ðŸ¥°,ganjar pranowo
"Ganjar &amp; Anis lebih legowo menerima brbgai kritikan,bkn sprti paslon sebelah yg langsung naik darah,yg bawaannya marah2 melulu,yg sabar toh pak jgn dikit2 emosi,trauma sm org2 yg suka naik pitam,Mantan president SBY jg brgkat dr militer &amp; beliau jenderal,beliau jg tegas tapi gk ada tuh beliau suka emosi.",ganjar pranowo
anis dan ganjar ambisinya sangat tinggi ya untuk mengkritik tanpa berkaca,ganjar pranowo
